tenure,contract,customer_satisfaction,num_complaints,late_payments,monthlycharges,churn
60,one_year,1.0,0.0,0,106.66,0
13,two_year,8.0,0.0,0,79.55,0
3,one_year,4.0,0.0,1,94.15,0
12,two_year,1.0,1.0,0,80.97,0
3,two_year,9.0,1.0,1,50.31,1
1,one_year,3.0,0.0,0,65.36,0
28,two_year,9.0,0.0,1,86.2,0
12,two_year,3.0,0.0,0,71.85,0
26,two_year,4.0,1.0,0,94.21,0
24,two_year,7.0,1.0,0,58.01,0
42,one_year,1.0,1.0,1,89.1,0
38,one_year,7.0,1.0,0,70.62,0
66,one_year,3.0,0.0,0,90.45,0
4,one_year,7.0,0.0,1,94.23,0
21,one_year,8.0,0.0,0,75.83,0
72,two_year,8.0,0.0,0,56.33,0
72,two_year,9.0,1.0,0,106.86,1
25,one_year,8.0,0.0,0,89.89,1
1,one_year,6.0,0.0,0,102.32,0
47,two_year,1.0,1.0,0,98.61,1
19,two_year,6.0,0.0,1,122.73,0
38,two_year,9.0,3.0,0,153.26,0
52,two_year,7.0,0.0,0,83.43,0
34,two_year,1.0,1.0,0,50.3,0
14,one_year,6.0,0.0,0,68.03,0
72,one_year,8.0,0.0,0,96.57,1
9,two_year,8.0,2.0,1,114.55,0
1,two_year,6.0,2.0,0,45.54,0
9,one_year,3.0,1.0,0,79.21,0
14,two_year,8.0,1.0,2,115.91,0
20,one_year,7.0,0.0,1,58.57,0
51,two_year,9.0,1.0,0,76.69,0
11,one_year,9.0,0.0,0,112.75,0
2,one_year,9.0,0.0,1,73.88,0
21,two_year,2.0,1.0,0,101.17,0
2,one_year,9.0,2.0,0,109.09,0
72,two_year,8.0,0.0,1,64.4,0
41,one_year,6.0,2.0,1,48.5,0
7,one_year,9.0,1.0,0,79.78,0
1,one_year,7.0,0.0,0,86.31,0
29,two_year,1.0,1.0,1,68.34,1
37,one_year,2.0,0.0,0,80.38,0
16,one_year,9.0,1.0,0,81.34,1
60,one_year,3.0,0.0,0,49.8,0
16,one_year,9.0,2.0,0,80.86,0
26,two_year,9.0,0.0,0,97.87,0
9,two_year,8.0,0.0,1,113.72,0
10,two_year,7.0,0.0,0,87.35,0
57,two_year,5.0,0.0,0,53.24,0
17,one_year,7.0,0.0,1,76.1,0
26,one_year,7.0,0.0,0,89.47,1
1,one_year,3.0,1.0,1,105.93,0
13,one_year,3.0,1.0,1,108.19,0
64,two_year,5.0,1.0,0,81.86,0
11,two_year,4.0,0.0,0,69.86,0
2,two_year,3.0,0.0,0,69.51,0
59,one_year,3.0,0.0,0,87.52,0
12,two_year,6.0,0.0,2,109.58,0
2,one_year,9.0,0.0,0,109.94,0
52,two_year,4.0,1.0,0,98.08,0
24,one_year,9.0,0.0,1,98.88,0
6,two_year,6.0,0.0,1,92.36,0
13,one_year,7.0,0.0,0,72.86,0
9,two_year,6.0,0.0,1,121.86,0
6,one_year,4.0,4.0,1,90.58,1
13,one_year,8.0,0.0,1,92.03,0
6,one_year,9.0,0.0,1,82.74,0
19,one_year,6.0,0.0,0,86.04,0
1,two_year,3.0,0.0,0,77.64,0
8,one_year,7.0,0.0,1,74.43,0
72,one_year,6.0,0.0,0,59.89,0
2,one_year,9.0,1.0,0,61.98,0
1,two_year,8.0,1.0,1,81.26,0
2,one_year,7.0,0.0,0,80.35,1
5,two_year,1.0,0.0,1,108.89,0
27,one_year,4.0,3.0,1,85.36,1
13,one_year,7.0,1.0,0,89.48,0
1,two_year,7.0,1.0,0,60.94,0
14,one_year,9.0,1.0,0,84.23,0
1,one_year,1.0,2.0,0,61.32,0
49,one_year,3.0,1.0,0,63.31,0
7,two_year,7.0,0.0,0,105.0,0
27,one_year,7.0,3.0,0,99.61,0
11,one_year,1.0,1.0,2,115.74,1
15,two_year,8.0,1.0,0,85.7,0
27,one_year,9.0,1.0,0,141.1,0
4,two_year,8.0,0.0,0,132.42,0
4,two_year,8.0,2.0,0,73.18,0
40,one_year,4.0,0.0,1,95.59,0
9,one_year,5.0,1.0,0,78.76,0
72,two_year,3.0,0.0,3,516.2847779244029,0
72,two_year,8.0,0.0,2,83.06,0
28,one_year,8.0,0.0,0,117.67,0
6,one_year,5.0,1.0,1,79.14,0
14,two_year,9.0,0.0,0,76.71,0
50,one_year,8.0,0.0,1,63.31,0
55,two_year,9.0,1.0,0,63.23,0
25,month_to_month,8.0,0.0,0,28.72,0
1,one_year,8.0,0.0,1,106.94,0
72,two_year,9.0,1.0,0,51.5,0
6,one_year,6.0,2.0,1,43.87,0
44,one_year,5.0,0.0,0,96.75,0
4,two_year,2.0,0.0,1,85.93,0
10,one_year,7.0,1.0,0,93.68,0
14,two_year,4.0,1.0,1,96.64,0
43,one_year,7.0,1.0,0,81.39,0
24,one_year,8.0,0.0,0,98.33,0
6,two_year,6.0,1.0,1,63.21,0
12,two_year,9.0,1.0,0,67.37,0
5,one_year,6.0,1.0,1,82.48,0
5,one_year,8.0,0.0,2,75.72,0
38,one_year,1.0,0.0,0,115.28,1
14,two_year,7.0,1.0,0,71.83,0
28,one_year,1.0,1.0,0,74.37,0
45,two_year,6.0,0.0,1,51.87,0
15,two_year,8.0,2.0,0,94.74,0
1,two_year,9.0,1.0,0,63.45,0
48,one_year,9.0,1.0,0,92.48,0
25,two_year,5.0,0.0,0,51.83,0
20,one_year,8.0,0.0,0,81.67,0
18,one_year,6.0,0.0,0,79.75,0
35,two_year,7.0,0.0,0,80.69,0
2,one_year,1.0,0.0,0,83.09,1
56,two_year,6.0,0.0,0,96.75,0
1,two_year,9.0,1.0,0,86.06,0
1,two_year,9.0,1.0,0,105.23,0
14,one_year,7.0,1.0,1,59.33,0
36,two_year,9.0,0.0,1,78.0,0
3,two_year,7.0,0.0,0,98.89,0
33,two_year,7.0,0.0,1,104.37,0
34,two_year,5.0,1.0,0,106.82,0
25,one_year,8.0,1.0,0,65.91,0
20,one_year,8.0,0.0,1,88.85,0
42,one_year,9.0,1.0,1,59.53,0
7,one_year,6.0,0.0,0,123.79,0
17,one_year,6.0,1.0,2,34.36,0
20,one_year,5.0,0.0,0,98.09,0
72,two_year,4.0,0.0,1,26.04,0
8,two_year,9.0,0.0,0,112.49,0
18,one_year,8.0,1.0,0,88.07,0
1,two_year,4.0,0.0,1,89.28,0
37,one_year,6.0,1.0,0,94.44,1
18,two_year,9.0,0.0,1,108.58,0
17,one_year,2.0,0.0,0,77.62,0
2,one_year,9.0,1.0,0,70.05,0
58,two_year,4.0,2.0,0,50.59,0
19,one_year,9.0,1.0,0,113.22,1
13,month_to_month,3.0,2.0,0,87.95,0
29,two_year,4.0,1.0,2,72.6,0
1,one_year,7.0,0.0,0,66.99,0
72,two_year,7.0,0.0,1,90.47,0
67,one_year,8.0,0.0,0,78.04,0
1,one_year,6.0,1.0,1,89.74,0
5,one_year,4.0,0.0,0,51.06,1
18,one_year,3.0,0.0,0,87.63,1
6,one_year,9.0,0.0,1,68.69,0
72,one_year,4.0,1.0,1,92.0,1
39,one_year,9.0,1.0,0,70.83,0
31,one_year,5.0,0.0,0,93.1,0
60,one_year,9.0,1.0,0,56.03,1
8,two_year,1.0,0.0,0,133.92,0
10,one_year,6.0,1.0,1,33.56,0
72,one_year,5.0,1.0,1,89.31,1
35,one_year,5.0,1.0,0,69.87,0
9,one_year,9.0,0.0,1,94.17,0
33,one_year,4.0,0.0,0,89.25,0
26,one_year,7.0,0.0,0,64.09,0
18,one_year,8.0,1.0,1,119.18,0
2,two_year,6.0,0.0,1,43.83,0
15,two_year,3.0,0.0,0,91.3,0
1,one_year,9.0,0.0,0,97.55,0
11,two_year,9.0,1.0,1,52.59,0
38,one_year,9.0,0.0,0,67.99,0
1,one_year,9.0,1.0,2,106.83,0
7,two_year,4.0,1.0,1,64.39,0
4,two_year,8.0,1.0,0,79.08,0
26,one_year,1.0,0.0,0,124.21,0
1,one_year,7.0,0.0,1,77.13,0
6,one_year,2.0,2.0,0,74.82,0
58,one_year,6.0,1.0,1,57.34,0
11,two_year,7.0,1.0,1,53.35,0
18,one_year,5.0,1.0,1,86.88,0
17,one_year,5.0,0.0,0,84.47,0
1,two_year,8.0,2.0,0,117.64,0
46,two_year,6.0,2.0,0,66.73,0
27,one_year,3.0,0.0,0,82.87,0
32,one_year,9.0,0.0,1,69.05,0
24,one_year,8.0,0.0,1,70.76,0
6,two_year,8.0,0.0,1,89.49,0
9,one_year,9.0,0.0,2,86.49,0
4,two_year,9.0,0.0,0,95.85,0
39,one_year,7.0,1.0,1,70.58,0
22,one_year,5.0,1.0,0,42.43,1
37,one_year,5.0,0.0,1,97.58,0
53,two_year,8.0,0.0,0,119.45,0
71,two_year,3.0,0.0,0,83.55,0
72,one_year,8.0,0.0,0,83.13,0
71,two_year,4.0,1.0,0,88.6,0
24,month_to_month,1.0,1.0,0,68.42,0
31,one_year,8.0,0.0,1,81.7,0
43,one_year,6.0,3.0,0,53.78,1
3,two_year,7.0,0.0,0,125.1,0
50,two_year,8.0,1.0,1,111.65,0
6,two_year,8.0,2.0,1,121.16,0
2,two_year,9.0,0.0,1,61.09,0
26,two_year,9.0,1.0,1,72.81,0
3,one_year,7.0,0.0,0,74.94,0
12,one_year,7.0,0.0,0,79.41,0
72,one_year,7.0,0.0,0,118.64,0
72,one_year,6.0,1.0,0,120.19,0
31,two_year,5.0,0.0,0,90.16,0
2,two_year,9.0,0.0,0,155.01,0
30,two_year,5.0,1.0,0,76.57,0
1,one_year,8.0,0.0,2,51.49,0
12,one_year,4.0,0.0,1,103.64,0
47,one_year,6.0,0.0,0,47.54,0
5,one_year,1.0,1.0,0,43.09,0
15,one_year,6.0,1.0,1,72.9,0
26,one_year,3.0,3.0,0,76.8,0
29,one_year,9.0,1.0,0,42.2,0
51,one_year,5.0,3.0,0,105.56,0
14,one_year,5.0,0.0,0,128.41,0
71,two_year,4.0,0.0,0,101.84,0
50,two_year,8.0,1.0,0,60.19,0
6,one_year,9.0,2.0,1,65.08,0
9,two_year,4.0,0.0,1,105.7,0
53,one_year,6.0,3.0,0,47.64,1
20,two_year,6.0,0.0,1,119.59,0
9,two_year,6.0,0.0,0,56.64,0
9,one_year,9.0,4.0,0,101.49,0
3,two_year,6.0,1.0,0,82.46,0
8,two_year,3.0,2.0,1,64.37,1
6,one_year,9.0,0.0,0,114.19,0
13,two_year,9.0,2.0,0,140.34,0
15,two_year,4.0,1.0,1,52.6,0
4,one_year,4.0,0.0,0,128.05,0
30,one_year,6.0,2.0,0,62.25,0
28,one_year,4.0,0.0,0,84.4,0
6,one_year,3.0,0.0,2,109.67,0
11,two_year,5.0,0.0,0,57.06,0
22,one_year,4.0,0.0,0,83.76,0
1,one_year,8.0,2.0,0,90.62,0
18,one_year,8.0,0.0,0,106.08,0
33,one_year,5.0,1.0,0,79.1,0
3,two_year,9.0,1.0,0,24.35,0
41,one_year,9.0,0.0,1,101.19,0
33,one_year,8.0,1.0,0,90.11,0
12,two_year,3.0,0.0,1,72.76,0
58,one_year,8.0,2.0,1,94.49,0
4,one_year,5.0,0.0,0,91.46,0
18,two_year,9.0,2.0,1,79.92,0
21,two_year,6.0,1.0,2,56.02,0
1,two_year,6.0,0.0,0,95.75,0
29,two_year,3.0,0.0,0,80.01,0
6,two_year,6.0,1.0,0,48.79,0
4,one_year,8.0,0.0,0,73.68,0
8,one_year,9.0,1.0,0,50.84,0
15,two_year,8.0,1.0,0,73.34,0
6,one_year,8.0,0.0,0,69.48,0
4,two_year,8.0,0.0,0,132.81,0
23,two_year,7.0,1.0,0,72.67,0
19,one_year,4.0,2.0,1,38.17,0
24,two_year,5.0,1.0,0,70.12,0
16,one_year,8.0,2.0,0,93.29,1
15,one_year,7.0,0.0,0,85.25,0
8,one_year,1.0,1.0,0,78.01,1
31,one_year,8.0,1.0,0,83.45,0
10,two_year,5.0,1.0,1,71.7,0
23,two_year,8.0,0.0,1,95.9,0
14,two_year,9.0,0.0,1,84.79,0
5,two_year,7.0,2.0,0,47.18,0
31,two_year,9.0,1.0,0,105.97,0
3,one_year,9.0,4.0,0,115.24,0
6,one_year,1.0,0.0,1,115.04,1
48,one_year,5.0,0.0,1,74.83,1
72,two_year,9.0,1.0,0,82.88,0
72,one_year,9.0,0.0,0,121.9,0
72,one_year,8.0,1.0,0,103.89,0
30,two_year,5.0,0.0,0,67.68,0
1,two_year,7.0,1.0,0,86.67,0
19,two_year,8.0,1.0,0,46.86,0
60,two_year,7.0,0.0,1,133.94,0
9,two_year,2.0,0.0,0,57.84,0
8,one_year,7.0,1.0,0,87.8,0
19,two_year,9.0,0.0,1,131.03,0
4,two_year,5.0,2.0,1,85.85,0
3,two_year,1.0,1.0,3,79.48,0
9,two_year,9.0,2.0,0,69.42,0
27,two_year,4.0,1.0,0,94.21,0
64,one_year,7.0,0.0,0,104.6,1
45,one_year,4.0,1.0,0,58.54,0
11,one_year,9.0,2.0,2,49.69,0
10,two_year,3.0,2.0,0,97.4,0
10,two_year,5.0,0.0,1,85.96,0
46,one_year,7.0,1.0,0,123.65,0
27,two_year,8.0,0.0,1,78.57,0
9,month_to_month,6.0,0.0,0,117.72,0
4,two_year,8.0,0.0,0,102.06,0
1,two_year,6.0,0.0,0,115.86,0
58,one_year,7.0,0.0,0,54.34,0
16,two_year,8.0,0.0,0,85.21,0
20,month_to_month,2.0,0.0,0,87.59,0
1,one_year,4.0,1.0,0,71.2,0
23,two_year,9.0,0.0,1,67.42,0
12,two_year,9.0,0.0,0,93.36,0
8,one_year,1.0,0.0,0,118.59,0
64,one_year,8.0,1.0,1,86.11,0
4,two_year,7.0,1.0,0,94.03,0
64,one_year,7.0,0.0,0,73.66,0
1,one_year,7.0,0.0,0,106.27,0
25,one_year,7.0,0.0,0,119.26,0
2,two_year,6.0,0.0,1,79.49,0
45,two_year,9.0,1.0,0,122.28,0
24,one_year,9.0,0.0,1,101.86,0
16,two_year,4.0,1.0,0,121.67,0
65,one_year,6.0,1.0,1,67.33,0
22,two_year,4.0,3.0,0,115.79,0
12,one_year,5.0,0.0,1,113.95,0
68,one_year,3.0,1.0,0,81.46,0
13,one_year,2.0,2.0,0,94.4,0
37,one_year,8.0,1.0,0,92.05,0
21,month_to_month,9.0,0.0,0,109.5,0
43,one_year,5.0,0.0,0,99.04,0
57,one_year,5.0,2.0,0,71.46,0
32,two_year,7.0,0.0,0,82.43,0
35,one_year,5.0,0.0,1,109.89,1
5,two_year,9.0,0.0,0,99.39,0
23,one_year,7.0,2.0,0,99.24,0
33,one_year,7.0,1.0,0,102.07,0
19,one_year,8.0,0.0,1,109.83,1
1,one_year,6.0,1.0,0,51.17,0
10,one_year,6.0,0.0,0,135.16,0
15,one_year,5.0,2.0,1,96.28,1
14,two_year,8.0,0.0,0,88.99,0
72,one_year,6.0,0.0,1,77.89,0
7,one_year,8.0,1.0,0,121.88,0
12,one_year,6.0,3.0,0,49.83,1
16,one_year,2.0,0.0,1,61.93,1
5,one_year,6.0,0.0,0,116.94,0
45,two_year,8.0,1.0,0,90.64,0
1,one_year,8.0,1.0,2,61.16,0
14,two_year,4.0,0.0,0,115.68,0
24,two_year,6.0,0.0,1,53.01,0
3,two_year,8.0,1.0,0,82.24,0
5,two_year,7.0,0.0,1,94.89,0
4,one_year,7.0,1.0,0,67.39,0
2,two_year,3.0,2.0,0,103.69,0
13,one_year,8.0,1.0,1,72.91,1
19,two_year,5.0,1.0,0,81.26,0
18,two_year,9.0,0.0,1,98.23,0
1,two_year,3.0,1.0,0,85.48,0
10,two_year,7.0,1.0,0,48.94,1
39,two_year,9.0,1.0,0,106.86,0
9,one_year,4.0,0.0,0,106.35,0
9,one_year,2.0,0.0,0,63.02,0
12,two_year,7.0,1.0,1,99.0,0
24,two_year,9.0,1.0,0,92.98,0
14,two_year,1.0,0.0,1,64.85,0
13,two_year,2.0,1.0,0,95.2,0
5,one_year,4.0,0.0,1,77.06,0
3,two_year,3.0,1.0,0,106.19,0
17,one_year,4.0,0.0,0,84.6,1
1,one_year,3.0,1.0,1,104.6,0
4,two_year,8.0,0.0,0,43.05,0
17,two_year,7.0,2.0,0,58.67,0
16,two_year,5.0,1.0,0,53.14,0
23,two_year,5.0,0.0,1,101.73,0
4,one_year,8.0,1.0,0,94.13,0
10,two_year,2.0,0.0,0,120.08,0
53,one_year,2.0,1.0,0,38.07,0
72,two_year,8.0,2.0,1,87.41,0
6,one_year,8.0,1.0,0,75.39,0
38,two_year,8.0,1.0,1,113.23,0
5,one_year,7.0,0.0,1,80.01,0
33,two_year,7.0,0.0,2,65.26,1
45,two_year,4.0,1.0,0,104.28,0
20,one_year,9.0,0.0,1,79.97,0
38,two_year,8.0,1.0,1,133.85,0
24,one_year,4.0,0.0,0,79.78,0
2,one_year,4.0,1.0,0,76.25,0
11,two_year,3.0,0.0,1,84.44,0
19,one_year,2.0,0.0,1,83.79,0
4,two_year,6.0,1.0,1,90.5,0
8,month_to_month,8.0,0.0,2,52.04,1
8,two_year,2.0,0.0,0,78.75,0
5,two_year,6.0,0.0,1,76.9,0
13,one_year,7.0,1.0,1,83.42,0
49,one_year,6.0,3.0,0,61.73,1
6,two_year,2.0,0.0,0,76.25,0
7,one_year,9.0,1.0,1,51.25,0
29,two_year,9.0,0.0,2,69.14,0
10,two_year,7.0,1.0,0,111.43,0
18,one_year,7.0,0.0,0,90.9,0
52,one_year,9.0,1.0,0,81.24,0
1,one_year,8.0,1.0,1,46.41,0
27,one_year,6.0,3.0,0,100.19,0
57,two_year,8.0,2.0,1,117.78,0
61,one_year,4.0,1.0,1,42.05,0
7,one_year,1.0,0.0,2,40.75,0
22,two_year,4.0,1.0,0,71.28,0
16,one_year,9.0,2.0,0,124.12,1
11,one_year,9.0,2.0,0,88.2,0
38,two_year,4.0,1.0,0,90.33,1
9,one_year,6.0,3.0,0,71.12,0
25,two_year,8.0,0.0,1,84.13,0
16,one_year,8.0,2.0,0,89.02,0
9,one_year,9.0,1.0,0,65.57,0
9,one_year,7.0,0.0,0,66.72,0
54,one_year,9.0,1.0,0,60.19,0
29,one_year,9.0,0.0,0,71.9,0
11,two_year,6.0,2.0,0,52.95,0
17,two_year,6.0,0.0,0,121.94,0
49,one_year,8.0,0.0,0,87.46,0
25,one_year,4.0,1.0,0,104.11,0
63,two_year,4.0,0.0,0,96.54,0
16,two_year,3.0,1.0,1,51.68,0
4,two_year,7.0,1.0,0,81.23,0
72,one_year,4.0,0.0,0,80.68,0
3,two_year,5.0,0.0,0,81.01,0
20,one_year,9.0,0.0,0,68.08,0
40,one_year,8.0,0.0,0,72.59,0
1,two_year,4.0,1.0,0,72.86,0
7,one_year,6.0,1.0,1,91.21,0
23,one_year,1.0,0.0,0,124.99,0
2,two_year,7.0,0.0,0,40.1,0
3,two_year,7.0,2.0,0,74.35,0
70,one_year,3.0,0.0,0,95.45,0
2,one_year,9.0,0.0,1,91.55,0
22,two_year,7.0,0.0,1,118.12,0
11,two_year,8.0,1.0,0,127.38,0
44,one_year,9.0,0.0,0,61.09,0
2,month_to_month,8.0,0.0,1,109.88,0
24,two_year,8.0,2.0,0,93.73,0
3,one_year,9.0,0.0,1,85.91,0
25,one_year,6.0,2.0,0,90.59,0
64,one_year,3.0,0.0,0,46.93,1
14,one_year,4.0,1.0,3,89.18,0
35,one_year,8.0,0.0,0,74.01,0
46,two_year,9.0,1.0,0,95.02,0
65,one_year,1.0,1.0,0,76.29,1
16,two_year,8.0,1.0,0,60.48,0
18,one_year,9.0,0.0,0,69.96,0
11,two_year,5.0,1.0,1,88.21,0
13,one_year,6.0,0.0,0,95.27,1
45,one_year,6.0,2.0,1,103.74,0
12,two_year,3.0,0.0,0,82.49,1
7,one_year,7.0,0.0,0,106.15,1
59,two_year,2.0,1.0,0,77.62,0
29,one_year,8.0,1.0,1,112.44,0
1,two_year,4.0,1.0,0,76.65,1
1,one_year,3.0,0.0,1,55.23,0
25,one_year,5.0,1.0,0,65.06,0
12,one_year,8.0,1.0,0,93.73,0
58,one_year,9.0,0.0,2,81.36,0
4,one_year,8.0,1.0,0,111.77,0
7,two_year,6.0,1.0,2,69.97,1
4,one_year,6.0,1.0,0,58.35,0
2,two_year,5.0,1.0,0,104.91,1
9,one_year,9.0,2.0,0,68.93,0
63,two_year,6.0,1.0,1,92.93,0
1,one_year,8.0,0.0,0,96.22,0
11,two_year,5.0,1.0,0,107.15,0
45,two_year,8.0,0.0,0,106.36,0
13,one_year,4.0,0.0,0,99.6,1
1,one_year,5.0,0.0,1,93.03,0
56,two_year,6.0,1.0,0,83.83,0
12,two_year,8.0,1.0,0,92.15,0
35,one_year,6.0,2.0,1,35.0,0
37,one_year,5.0,1.0,1,131.06,0
11,one_year,8.0,0.0,0,99.12,0
8,two_year,6.0,0.0,0,96.19,0
2,one_year,8.0,0.0,0,109.74,0
11,one_year,7.0,0.0,0,113.24,0
5,one_year,4.0,1.0,0,132.24,0
72,two_year,5.0,0.0,2,74.64,0
1,one_year,3.0,0.0,1,79.55,0
72,one_year,7.0,0.0,0,114.16,0
14,two_year,7.0,2.0,0,118.63,0
13,one_year,6.0,0.0,1,66.71,0
13,one_year,4.0,1.0,0,34.65,1
27,two_year,6.0,1.0,0,112.22,0
64,two_year,9.0,0.0,1,86.4,0
4,one_year,9.0,1.0,0,104.8,1
15,two_year,3.0,0.0,1,49.64,0
35,two_year,7.0,1.0,1,97.42,0
43,month_to_month,8.0,1.0,0,101.06,0
4,one_year,4.0,0.0,0,84.94,0
14,two_year,4.0,1.0,0,67.95,0
17,one_year,8.0,0.0,0,113.25,1
8,two_year,9.0,1.0,0,115.35,0
16,two_year,8.0,1.0,0,83.82,0
24,one_year,3.0,0.0,0,86.39,0
9,one_year,8.0,1.0,1,57.25,0
7,two_year,8.0,0.0,0,134.47,0
5,one_year,6.0,1.0,2,109.95,0
8,two_year,7.0,1.0,0,92.59,0
5,one_year,9.0,2.0,1,108.86,0
15,two_year,5.0,2.0,0,63.6,0
23,two_year,9.0,0.0,0,57.78,0
15,two_year,9.0,0.0,0,81.53,0
27,two_year,9.0,0.0,0,71.07,0
11,one_year,9.0,0.0,0,102.54,0
17,one_year,6.0,1.0,1,138.86,0
1,one_year,9.0,0.0,0,135.79,0
43,month_to_month,8.0,0.0,1,84.04,0
5,one_year,5.0,0.0,0,100.68,0
35,two_year,8.0,0.0,0,54.12,0
14,two_year,2.0,1.0,0,95.41,0
52,one_year,9.0,0.0,1,83.04,0
7,one_year,6.0,0.0,0,94.11,0
12,one_year,8.0,3.0,0,65.94,1
15,one_year,2.0,1.0,0,61.37,0
1,one_year,7.0,0.0,1,60.82,0
22,two_year,9.0,0.0,2,74.48,0
1,two_year,9.0,0.0,0,55.28,0
34,one_year,2.0,1.0,0,71.4,0
14,one_year,3.0,0.0,1,94.04,1
8,one_year,6.0,0.0,0,101.06,0
19,one_year,7.0,0.0,0,108.15,0
58,two_year,5.0,0.0,1,113.51,0
32,one_year,5.0,1.0,0,131.86,0
18,two_year,6.0,1.0,0,89.28,0
6,one_year,1.0,2.0,0,79.78,0
72,month_to_month,7.0,1.0,0,73.63,0
4,one_year,1.0,0.0,0,72.46,1
17,one_year,4.0,4.0,0,69.74,1
16,one_year,6.0,0.0,1,99.24,0
46,one_year,2.0,1.0,1,90.23,1
11,one_year,7.0,0.0,0,61.68,0
13,month_to_month,8.0,2.0,0,86.95,0
67,one_year,7.0,1.0,1,71.49,0
1,two_year,4.0,1.0,1,84.06,0
4,two_year,5.0,1.0,1,90.68,0
9,two_year,7.0,1.0,0,118.41,0
24,one_year,7.0,1.0,0,69.88,0
51,one_year,6.0,0.0,0,105.45,0
23,one_year,1.0,0.0,1,108.14,0
12,two_year,7.0,1.0,1,102.49,0
46,one_year,5.0,0.0,1,41.21,0
22,one_year,3.0,0.0,0,74.08,0
40,one_year,4.0,1.0,0,92.19,0
6,two_year,7.0,0.0,0,90.98,0
15,two_year,5.0,1.0,0,127.57,0
52,two_year,7.0,0.0,1,120.69,0
22,one_year,9.0,0.0,1,95.26,0
1,one_year,9.0,2.0,1,61.06,0
12,two_year,8.0,1.0,1,100.58,0
5,one_year,9.0,0.0,0,48.64,0
40,two_year,4.0,1.0,0,96.31,0
6,one_year,5.0,0.0,0,69.41,0
1,two_year,6.0,0.0,0,83.59,0
43,one_year,1.0,2.0,0,114.9,0
2,one_year,5.0,0.0,1,29.5,1
33,one_year,5.0,1.0,0,85.85,0
19,one_year,7.0,0.0,0,66.78,0
23,one_year,7.0,3.0,0,91.39,0
11,two_year,9.0,0.0,0,84.3,0
15,one_year,9.0,2.0,0,120.01,0
6,one_year,2.0,0.0,0,82.68,0
8,month_to_month,8.0,0.0,0,100.69,0
5,two_year,7.0,1.0,1,89.79,0
37,two_year,9.0,0.0,0,77.56,0
52,month_to_month,5.0,0.0,1,86.97,1
11,two_year,5.0,1.0,0,58.0,0
3,two_year,5.0,0.0,1,84.36,0
9,one_year,5.0,1.0,1,60.99,0
4,month_to_month,9.0,2.0,0,59.34,1
19,two_year,8.0,2.0,2,119.37,0
35,two_year,9.0,0.0,0,92.66,0
72,two_year,3.0,0.0,0,50.82,0
5,one_year,6.0,0.0,0,114.16,0
4,one_year,1.0,1.0,0,94.55,0
3,two_year,7.0,1.0,0,84.82,1
14,two_year,7.0,2.0,0,68.82,0
2,two_year,5.0,4.0,0,73.99,0
38,one_year,4.0,3.0,0,107.92,1
72,two_year,7.0,1.0,0,90.0,0
64,one_year,9.0,1.0,0,63.06,0
12,one_year,9.0,0.0,0,113.22,0
26,two_year,5.0,0.0,0,68.92,0
16,one_year,9.0,1.0,0,75.15,1
11,two_year,4.0,0.0,0,72.85,0
5,one_year,9.0,0.0,0,105.5,0
15,two_year,7.0,1.0,0,119.71,0
3,one_year,8.0,1.0,0,75.64,0
39,two_year,8.0,0.0,1,32.09,0
1,two_year,8.0,1.0,1,73.83,0
9,two_year,3.0,0.0,0,109.12,0
29,two_year,9.0,1.0,0,121.45,0
27,two_year,4.0,1.0,0,128.84,0
37,one_year,6.0,1.0,0,64.85,0
36,two_year,4.0,1.0,0,68.87,0
38,one_year,6.0,1.0,0,84.7,0
16,two_year,7.0,1.0,0,86.84,0
13,one_year,6.0,0.0,0,80.32,0
27,one_year,6.0,0.0,2,64.04,0
8,one_year,9.0,0.0,0,79.99,0
5,one_year,3.0,0.0,0,72.64,0
27,one_year,5.0,0.0,1,124.88,1
8,two_year,7.0,1.0,0,52.87,0
6,one_year,9.0,1.0,1,49.09,1
18,one_year,6.0,1.0,1,63.85,0
4,one_year,5.0,0.0,1,84.06,0
13,one_year,5.0,1.0,0,96.13,1
17,two_year,3.0,2.0,0,83.79,0
38,one_year,6.0,1.0,2,64.74,0
21,one_year,9.0,2.0,0,90.8,0
21,two_year,9.0,1.0,1,133.41,0
8,one_year,7.0,0.0,3,111.43,0
72,two_year,6.0,0.0,1,90.38,0
50,two_year,1.0,0.0,1,86.53,0
35,two_year,6.0,0.0,0,109.56,0
5,two_year,6.0,1.0,0,87.42,0
14,two_year,6.0,1.0,1,90.24,0
64,one_year,5.0,0.0,1,108.38,0
22,one_year,9.0,0.0,2,100.42,0
72,one_year,5.0,0.0,0,87.7,0
39,two_year,4.0,2.0,0,65.44,0
7,one_year,3.0,2.0,1,109.15,0
38,two_year,9.0,0.0,0,63.51,0
31,one_year,2.0,1.0,1,62.84,0
6,one_year,7.0,1.0,2,105.17,1
30,two_year,6.0,1.0,0,83.95,0
22,two_year,5.0,1.0,2,66.22,0
2,two_year,7.0,0.0,0,90.4,0
8,two_year,5.0,0.0,2,80.47,0
29,one_year,6.0,0.0,1,70.03,0
22,one_year,8.0,0.0,0,114.82,0
11,one_year,8.0,0.0,0,77.27,0
29,one_year,3.0,1.0,1,144.36,0
39,one_year,6.0,2.0,0,92.99,1
8,two_year,9.0,3.0,0,88.81,0
21,one_year,3.0,0.0,0,103.13,0
